,Compound Name/PubChem ID,Binding_Affintiy
1806,197810,-7.359
1807,221493,-7.531
1808,441674,-5.295
1809,7966,-6.682
1810,10409,-6.78
1811,97812,-6.658
1812,13254473,-5.82
1813,10267,-7.159
1814,5280379,-7.335
1815,5280607,-6.928
1816,65243,-7.178
1817,5958,-6.496
1818,13908473,-7.293
1819,10748,-6.442
1820,776,-6.419
1821,5318645,-5.829
1822,72378,-6.879
1823,5283381,-6.722
1824,543714,-6.762
1825,446512,-6.682
1826,439501,-7.599
1827,2879,-6.589
1828,5280362,-7.085
1829,135398670,-7.341
1830,34755,-7.065
1831,5646,-7.516
1832,5316460,-7.367
1833,442884,-7.372
1834,12842714,-6.556
1835,247,-6.714
1836,12309055,-7.148
1837,68261,-6.699
1838,14521039,-6.712
1839,72610,-6.654
1840,25084503,-6.392
1841,667496,-6.654
1842,442934,-6.572
1843,158720,-6.561
1844,442935,-6.729
1845,642668,-6.569
1846,626005,-6.752
1847,627712,-6.767
1848,442646,-7.45
1849,442647,-7.394
1850,101616,-7.428
1851,16116472,-7.452
1852,16721018,-7.59
1853,16116603,-7.576
1854,16116602,-7.269
1855,643462,-7.321
1856,643463,-7.228
1857,5352093,-7.157
1858,643540,-7.313
1859,45378267,-7.822
1860,45378268,-7.585
1861,5490064,-6.291
1862,471426,-7.328
1863,382831,-7.454
1864,5319688,-6.749
1865,5282096,-6.496
1866,336327,-6.508
1867,101939793,-6.309
1868,5459018,-7.375
1869,11968867,-7.318
1870,2948,-6.431
1871,440835,-6.652
1872,162464,-7.421
1873,451674,-7.331
1874,5154,-7.328
1875,8969,-7.344
1876,3565,-6.58
1877,5281404,-6.537
1878,1107,-6.636
1879,637511,-6.515
1880,876160,-6.495
1881,11830551,-6.528
1882,12302222,-6.57
1883,61040,-6.558
1884,16218542,-6.826
1885,128861,-6.684
1886,637579,-7.599
1887,107876,-6.035
1888,443013,-7.526
1889,9958,-6.533
1890,8550,-7.501
1891,5320686,-6.768
1892,98570,-7.394
1893,2703,-7.214
1894,443720,-7.612
1895,161243,-7.413
1896,4970,-7.305
1897,356660,-7.516
1898,356662,-7.612
1899,5320315,-6.747
1900,5282379,-6.919
1901,34359,-6.086
1902,637760,-6.461
1903,342,-6.589
1904,76308630,-6.798
1905,159360,-6.564
1906,5280378,-6.616
1907,441701,-6.547
1908,36314,-6.719
1909,15560550,-7.155
1910,580151,-7.093
1911,15376,-7.237
1912,12444831,-7.245
1913,227613,-7.167
1914,5281801,-6.715
1915,10133609,-6.575
1916,102068587,-5.825
1917,19829,-6.529
1918,72193657,-6.114
1919,157009746,-7.78
1920,440936,-6.974
1921,6440397,-6.101
1922,9840292,-6.603
1923,49844972,-7.057
1924,11349,-6.539
1925,10088114,-6.743
1926,65084,-6.697
1927,102430625,-7.364
1928,11063337,-6.543
1929,6453057,-7.111
1930,68079,-6.492
1931,131752667,-7.227
1932,14524429,-5.825
1933,44259428,-6.954
1934,114627,-7.202
1935,442534,-6.875
1936,157010113,-6.924
1937,10252339,-6.291
1938,119112,-7.662
1939,24772948,-6.941
1940,193567,-7.479
1941,21574483,-7.335
1942,443143,-6.544
1943,5351589,-6.656
1944,162623730,-6.609
1945,3467,-7.313
1946,92987,-6.581
1947,10100412,-6.764
1948,14807783,-7.104
1949,57403080,-7.339
1950,14236709,-7.158
1951,387980,-7.269
1952,265237,-7.338
1953,53477765,-7.338
1954,11294368,-7.338
1955,14236711,-7.174
1956,101559583,-7.069
1957,161671,-7.338
1958,301751,-7.367
1959,44562998,-7.424
1960,11049407,-7.306
1961,21679027,-7.338
1962,71312551,-5.359
1963,10700345,-6.753
1964,91827019,-5.465
1965,191450,-7.395
1966,101293641,-7.278
1967,44566968,-7.387
1968,10096775,-7.315
1969,11752064,-7.394
1970,101710597,-7.424
1971,442877,-6.624
1972,21607602,-7.33
1973,439711,-6.42
1974,522417,-6.473
1975,66520,-6.4
1976,74982343,-7.214
1977,443915,-6.606
1978,197081,-7.214
1979,12302249,-7.004
1980,44256848,-6.664
1981,443654,-6.863
1982,87310,-6.366
1983,12305351,-6.43
1984,9793905,-6.564
1985,5370448,-6.458
1986,12377,-6.477
1987,8118,-6.484
1988,22383,-6.53
1989,5281112,-6.31
1990,9578071,-6.597
1991,87078533,-7.065
1992,5282160,-5.841
1993,20140672,-7.573
1994,9881148,-6.5
1995,121922,-6.366
1996,133337,-6.589
1997,65036,-6.538
1998,66282,-6.511
1999,16590,-6.508
2000,11617,-6.441
2001,16315,-6.462
2002,9794159,-6.702
2003,92185,-6.27
2004,24417,-6.379
2005,125198,-6.607
2006,8193,-6.591
2007,72322,-6.963
2008,45490416,-6.876
2009,3083983,-7.386
2010,72323,-7.386
2011,24360,-7.463
2012,558047,-6.979
2013,11092,-6.47
2014,586373,-7.867
2015,5479541,-6.818
2016,6597,-6.813
2017,6560,-6.675
2018,5365964,-6.788
2019,441694,-7.512
2020,82755,-6.578
2021,441774,-6.897
2022,151505,-7.135
2023,6452133,-6.928
2024,62348,-6.546
2025,6474640,-6.949
2026,5281769,-6.949
2027,68148,-6.45
2028,119034,-7.322
2029,73196815,-7.328
2030,6918774,-7.454
2031,25564831,-7.454
2032,73412,-7.25
2033,5281678,-7.148
2034,10372074,-6.543
2035,91503,-7.281
2036,121515,-7.281
2037,82143,-6.777
2038,9914081,-7.461
2039,380925,-6.777
2040,98912,-6.675
2041,5281319,-7.152
2042,76015,-6.451
2043,543337,-6.541
2044,104633,-7.183
2045,5281565,-6.431
2046,6579,-6.491
2047,33945,-6.313
2048,11579,-6.655
2049,12302962,-6.626
2050,31234,-6.52
2051,10314,-6.67
2052,5282184,-6.87
2053,699486,-6.388
2054,439368,-6.27
2055,6811,-6.672
2056,1030,-6.452
2057,578892,-6.61
2058,585747,-6.531
2059,558173,-6.561
2060,448438,-7.156
2061,5283349,-6.459
2062,6452086,-6.546
2063,621572,-6.546
2064,165536,-6.531
2065,164888,-6.423
2066,12308843,-6.533
2067,14076601,-6.588
2068,12308615,-6.531
2069,90805,-6.533
2070,91750423,-6.563
2071,10704181,-6.52
2072,91752786,-6.556
2073,3828,-6.464
2074,5491408,-5.916
2075,129847769,-7.116
2076,50914217,-6.661
2077,25203405,-6.533
2078,46173924,-6.689
2079,88302,-6.421
2080,5281702,-7.434
2081,6029,-6.55
2082,6440942,-6.567
2083,92874,-6.408
2084,6716,-6.477
2085,6748,-6.577
2086,442898,-6.462
2087,15606170,-6.513
2088,163184282,-6.722
2089,3009245,-6.707
2090,854026,-6.505
2091,40692,-7.469
2092,4908,-6.66
2093,13747834,-7.071
2094,3084282,-7.478
2095,107935,-7.675
2096,12306046,-6.569
2097,92735,-7.154
2098,439503,-7.028
2099,115158,-7.175
2100,92794,-6.078
2101,68221,-6.575
2102,10227,-6.468
2103,6760,-6.468
2104,5318093,-7.249
2105,5315426,-6.848
2106,442158,-7.325
2107,442159,-7.435
2108,10853265,-6.801
2109,442160,-6.859
2110,10851977,-6.805
2111,442161,-6.47
2112,442166,-7.29
2113,442195,-7.341
2114,72341,-7.435
2115,14036811,-7.197
2116,667450,-6.517
2117,6438503,-7.493
2118,643007,-7.792
2119,2355,-6.504
2120,440917,-6.475
2121,5320318,-6.506
2122,44146779,-6.494
2123,520383,-6.563
2124,5321018,-6.606
2125,155948,-6.558
2126,5321047,-6.509
2127,3080635,-6.561
2128,362562,-7.847
2129,129886986,-6.667
2130,10251,-6.663
2131,6483648,-7.641
2132,637234,-7.339
2133,132570107,-5.885
2134,190940,-7.513
2135,10030889,-7.357
2136,121513841,-7.266
2137,5281304,-6.978
2138,5281305,-6.942
2139,101600137,-7.521
2140,160006,-6.522
2141,161496,-5.953
2142,5315509,-6.397
2143,122784,-7.055
2144,5315510,-6.956
2145,76315043,-7.071
2146,101600138,-7.055
2147,21126551,-7.278
2148,23656476,-6.497
2149,56833856,-6.46
2150,56833857,-6.568
2151,56833858,-6.5
2152,56833859,-6.974
2153,56833860,-6.531
2154,56833861,-6.934
2155,441789,-7.055
2156,73351376,-7.054
2157,73122,-7.054
2158,460525,-7.08
2159,460524,-7.08
2160,6451123,-7.034
2161,132491878,-7.073
2162,132487406,-7.051
2163,102196212,-7.435
2164,102196213,-7.302
2165,102196214,-7.164
2166,102196215,-7.246
2167,102196216,-7.135
2168,102196217,-7.316
2169,102196218,-7.224
2170,102196219,-7.241
2171,102196220,-7.241
2172,102196221,-7.241
2173,102196222,-7.07
2174,102196223,-7.19
2175,102196224,-7.125
2176,102196225,-7.216
2177,73432,-6.509
2178,54604632,-6.942
2179,59087297,-6.497
2180,101270668,-7.217
2181,10071101,-6.963
2182,11214625,-5.655
2183,11455840,-6.02
2184,70686049,-5.635
2185,70683917,-5.635
2186,11169907,-7.054
2187,11169890,-7.069
2188,11227971,-7.191
2189,11274270,-7.22
2190,11445415,-7.149
2191,12086835,-7.135
2192,11445340,-7.055
2193,76307878,-7.398
2194,10409280,-7.055
2195,72956,-7.054
2196,72952,-6.997
2197,44584515,-7.199
2198,460522,-7.094
2199,44584516,-7.053
2200,73354401,-7.134
2201,10484290,-6.981
2202,14060346,-7.153
2203,10032831,-7.17
2204,21115200,-7.164
2205,10417797,-7.064
2206,73345262,-7.137
2207,442630,-7.476
2208,11592917,-7.165
2209,5318761,-7.195
2210,44259,-7.22
2211,3220,-6.446
2212,10168,-6.7
2213,33934,-7.552
2214,5312402,-6.55
2215,5281697,-6.715
2216,541568,-6.36
2217,6780,-6.646
2218,443639,-6.51
2219,53438729,-7.534
2220,5365051,-6.677
2221,12731064,-6.716
2222,535111,-6.571
2223,98346,-6.458
2224,520743,-6.811
2225,94833,-6.456
2226,16269,-6.467
2227,5862,-6.402
2228,5793,-6.928
2229,8403,-6.623
2230,13304188,-6.634
2231,5363097,-6.777
2232,5365867,-6.568
2233,14519,-6.533
2234,55250274,-6.427
2235,5366546,-6.713
2236,91753504,-6.537
2237,14565842,-7.652
2238,5316703,-7.659
2239,10177048,-6.575
2240,5281762,-6.791
2241,6441280,-6.603
2242,442196,-6.641
2243,5281764,-7.167
2244,5315718,-6.517
2245,14138125,-6.548
2246,442101,-6.968
2247,75528911,-7.08
2248,72551521,-6.101
2249,13855728,-6.779
2250,101683332,-6.756
2251,176457,-7.214
2252,6455477,-5.829
2253,57330981,-5.884
2254,101589321,-6.843
2255,14163574,-6.572
2256,5282155,-6.966
2257,74414058,-6.109
2258,102225228,-7.195
2259,442266,-6.782
2260,174880,-7.735
2261,636954,-6.548
2262,11249520,-6.962
2263,356,-6.488
2264,61303,-6.589
2265,101702520,-7.495
2266,13855746,-6.94
2267,15560276,-6.534
2268,442431,-7.437
2269,519764,-6.617
2270,5491384,-6.464
2271,9851181,-7.302
2272,5319116,-5.789
2273,5280601,-5.854
2274,10461109,-7.195
2275,68085,-6.528
2276,124039,-6.452
2277,5281846,-6.527
2278,119041,-7.345
2279,441805,-7.38
2280,441207,-6.666
2281,2724385,-6.45
2282,44572330,-6.802
2283,204,-6.54
2284,5489501,-7.434
2285,119245,-6.733
2286,159861,-5.745
2287,441891,-6.668
2288,441892,-6.679
2289,10077207,-7.174
2290,5320313,-6.464
2291,527108,-6.436
2292,5281441,-7.562
2293,101915963,-7.514
2294,134692058,-7.314
2295,10883375,-7.333
2296,5281984,-6.928
2297,623309,-6.683
2298,16441,-6.436
2299,91179916,-7.402
2300,91709807,-6.5
2301,552914,-7.363
2302,529471,-7.092
2303,521517,-6.468
2304,118823,-6.468
2305,568272,-6.541
2306,5372684,-7.0
2307,91696622,-6.67
2308,11752,-6.527
2309,554738,-6.504
2310,91735342,-7.193
2311,552399,-6.438
2312,590008,-6.588
2313,538589,-6.653
2314,187882,-6.471
2315,523334,-6.519
2316,552494,-6.67
2317,5371333,-6.552
2318,547006,-6.504
2319,5352430,-7.322
2320,91696644,-6.486
2321,8343,-7.552
2322,552869,-6.638
2323,589994,-6.555
2324,91696405,-7.241
2325,523972,-7.095
2326,523364,-7.413
2327,91737487,-7.179
2328,521638,-7.265
2329,91699252,-6.474
2330,545337,-6.485
2331,554488,-6.725
2332,5366433,-7.305
2333,91727353,-6.464
2334,14038131,-6.773
2335,91714198,-6.956
2336,12444466,-7.104
2337,6432445,-7.317
2338,12686022,-6.936
2339,91696561,-6.998
2340,521624,-6.576
2341,6063386,-6.715
2342,5490139,-7.401
2343,5270628,-7.455
2344,169017,-6.732
2345,442219,-6.764
2346,5317203,-6.732
2347,126540,-7.485
2348,5317205,-6.864
2349,222285,-6.654
2350,5743442,-7.158
2351,467497,-7.471
2352,442088,-6.937
2353,56637991,-6.902
2354,7469,-6.531
2355,169539,-6.499
2356,56613778,-6.788
2357,10416,-6.689
2358,54409273,-6.856
2359,12921,-6.763
2360,6449780,-6.736
2361,11498765,-7.258
2362,323075,-7.179
2363,92900,-7.323
2364,9921021,-6.424
2365,441446,-6.694
2366,13889568,-6.499
2367,164601,-6.712
2368,14240958,-7.376
2369,179651,-7.376
2370,5281420,-6.755
2371,131684,-7.213
2372,442544,-6.755
2373,5283324,-6.468
2374,7284,-6.559
2375,643757,-6.371
2376,107971,-7.39
2377,1068,-6.722
2378,18936,-6.677
2379,8217,-6.709
2380,24232,-6.666
2381,5366244,-6.788
2382,545561,-6.976
2383,10430,-6.582
2384,8139,-6.587
2385,15609,-6.747
2386,41518,-7.293
2387,31284,-6.561
2388,5283387,-6.538
2389,10256668,-6.762
2390,7371,-6.512
2391,122844,-7.339
2392,442027,-6.738
2393,69425,-6.778
2394,5352911,-6.414
2395,129724255,-6.605
2396,5364598,-6.709
2397,85655677,-6.979
2398,85675296,-6.992
2399,71345026,-6.979
2400,91204344,-7.109
2401,12217,-6.48
2402,11078392,-7.476
2403,11843975,-7.286
2404,11844108,-7.476
2405,5281836,-7.291
2406,114842,-6.799
2407,7489,-6.434
2408,129630222,-6.689
2409,6334,-6.577
2410,7276,-6.647
2411,7847,-6.762
2412,3032853,-6.573
2413,8452,-6.69
2414,6432469,-6.438
2415,6432225,-6.555
2416,24585,-6.426
2417,94579,-6.592
2418,155626,-6.422
2419,27867,-6.555
2420,75699,-6.555
2421,442495,-6.436
2422,9959532,-7.581
2423,10205,-6.644
2424,5281813,-6.793
2425,5281511,-6.532
2426,15689618,-6.906
2427,5281612,-6.94
2428,5281614,-6.715
2429,140523133,-6.767
2430,108065,-6.213
2431,5281706,-6.94
2432,9819225,-7.516
2433,131752397,-6.769
2434,6446720,-6.769
2435,73201,-6.494
2436,64982,-6.471
2437,161557,-6.625
2438,187808,-7.28
2439,5318997,-6.062
2440,638278,-6.489
2441,442439,-7.072
2442,4788,-6.513
2443,5281807,-7.155
2444,31553,-7.327
2445,5486699,-7.14
2446,6773,-6.649
2447,54679630,-6.453
2448,11106485,-6.533
2449,14484636,-6.833
2450,99526,-7.513
2451,80790,-6.416
2452,160237,-7.434
2453,5091219,-7.219
2454,4873003,-6.914
2455,8078,-6.579
2456,10353,-6.482
2457,12308885,-5.618
2458,3000226,-7.377
2459,6086514,-6.569
2460,5355853,-6.559
2461,15137997,-6.914
2462,441860,-7.219
2463,5367706,-6.538
2464,7795,-6.455
2465,6436237,-6.131
2466,5318717,-7.044
2467,5323652,-6.588
2468,170453367,-7.184
2469,94348,-5.618
2470,5357002,-6.525
2471,6185,-7.743
2472,102146,-6.758
2473,10913,-7.338
2474,5362830,-6.484
2475,28516,-6.53
2476,5364711,-6.704
2477,520182,-6.7
2478,10223,-6.563
2479,545593,-6.982
2480,5352470,-6.52
2481,5280590,-6.751
2482,156989,-6.982
2483,146798,-6.064
2484,11182062,-6.145
2485,13831068,-6.039
2486,441381,-6.988
2487,12309057,-7.148
2488,160597,-6.703
2489,442169,-6.779
2490,160875,-6.55
2491,73400,-7.508
2492,85821358,-6.754
2493,821347,-6.666
2494,114840,-6.603
2495,16057860,-7.321
2496,31069,-6.481
2497,10144,-6.901
2498,5274587,-6.776
2499,197017,-6.481
2500,440595,-6.806
2501,21817819,-6.806
2502,6999736,-6.806
2503,41169,-6.481
2504,10146,-6.671
2505,200480,-6.747
2506,119204,-6.742
2507,137333728,-6.928
2508,12760132,-7.492
2509,5283640,-7.402
2510,14282775,-7.562
2511,12303924,-7.402
2512,15939540,-7.631
2513,3001497,-6.849
2514,182140,-7.45
2515,101241675,-7.577
2516,11361584,-7.577
2517,5319518,-6.491
2518,13989915,-7.36
2519,182644,-7.45
2520,11494293,-7.375
2521,125896,-5.919
2522,6442213,-7.006
2523,11106439,-6.836
2524,358901,-7.332
2525,179963,-7.465
2526,267769,-6.751
2527,11223782,-7.436
2528,11760779,-7.656
2529,5317143,-6.531
2530,70130,-6.523
2531,21618,-6.469
2532,79126,-6.679
2533,5317591,-7.367
2534,5367407,-6.607
2535,53481458,-7.486
2536,565481,-7.053
2537,25913,-6.667
2538,8421,-6.52
2539,19462,-6.515
2540,641256,-6.571
2541,5318169,-6.531
2542,6434253,-7.566
2543,565453,-6.485
2544,12209,-6.55
2545,7424,-6.489
2546,549159,-6.633
2547,69362,-6.345
2548,11381,-6.45
2549,246988,-6.406
2550,131769827,-7.442
2551,5319662,-7.423
2552,107722,-7.519
2553,118810,-6.78
2554,5365037,-6.677
2555,5364599,-6.709
2556,6436630,-7.23
2557,131751968,-7.048
2558,10877186,-6.467
2559,537288,-6.692
2560,9838995,-6.444
2561,99973,-5.315
2562,8834,-6.559
2563,13711,-6.601
2564,12329,-6.657
2565,14242,-6.649
2566,439165,-6.496
2567,44584241,-7.475
2568,519189,-6.638
2569,5375048,-6.613
2570,10077799,-5.161
2571,522214,-6.48
2572,6262,-6.448
2573,12328,-6.644
2574,487,-6.277
2575,121992,-6.776
2576,11075454,-6.121
2577,111750,-6.585
2578,12533,-6.745
2579,62852,-6.319
2580,165580,-6.725
2581,7311,-6.631
2582,5280388,-7.366
2583,1053,-6.217
2584,558485,-6.415
2585,530427,-6.532
2586,31292,-6.746
2587,1123,-6.624
2588,20149,-6.827
2589,11007921,-6.468
2590,6422,-6.84
2591,90116889,-7.025
2592,522398,-6.841
2593,5280531,-6.953
2594,10631344,-6.647
2595,129881794,-6.698
2596,5281860,-7.316
2597,78016,-6.529
2598,10971435,-7.581
2599,66654,-6.586
2600,250397,-5.442
2601,300554,-6.846
2602,5281159,-6.513
2603,6444297,-5.908
2604,21603117,-6.792
2605,193042,-7.521
2606,101663451,-7.591
2607,5317306,-6.831
2608,10416810,-6.651
2609,13969554,-7.478
2610,323958,-5.161
2611,13917513,-5.161
2612,11009664,-6.524
2613,10957981,-7.014
2614,73989113,-5.379
2615,15742123,-6.472
2616,147900,-5.256
2617,155764,-6.73
2618,11604108,-7.591
2619,129820049,-7.436
2620,637287,-7.615
2621,154926398,-7.425
2622,185904,-7.444
2623,15559345,-7.116
2624,896,-6.504
2625,21574472,-5.854
2626,21574473,-5.656
2627,21574474,-6.863
2628,21574475,-7.075
2629,21574476,-6.619
2630,46902093,-7.288
2631,73814991,-6.767
2632,171548,-6.898
2633,441667,-6.823
2634,440047,-6.441
2635,442770,-7.487
2636,44257380,-7.679
2637,156777,-7.594
2638,131752226,-7.78
2639,156743,-6.824
2640,44258922,-7.226
2641,119269,-7.737
2642,5281693,-7.025
2643,122097,-6.132
2644,443614,-6.311
2645,15608234,-5.273
2646,119444,-7.141
2647,667476,-6.609
2648,6432025,-6.783
2649,246728,-6.479
2650,527428,-6.426
2651,12004528,-5.801
2652,73401,-7.197
2653,61942,-6.424
2654,6124301,-6.706
2655,6451084,-6.279
2656,13991590,-6.714
2657,75412558,-7.138
2658,10903113,-6.886
2659,11530200,-7.317
